id_ticket,fecha,canal,plan_cliente,antiguedad_meses,asunto,mensaje,categoria,prioridad,sentimiento,minutos_primera_respuesta,resuelto
TCK-0237,2026-04-06T09:05,formulario,business,3,Los gráficos no cargan en el panel,El panel principal se queda en blanco y la consola del navegador muestra un error de JavaScript. Afecta a 25 usuarios de mi equipo.,bug_producto,alta,negativo,55,True
TCK-0238,2026-07-30T18:32,email,free,52,Timeouts constantes en el panel,El panel tarda muchísimo en cargar y a menudo acaba en timeout. Ocurre sobre todo a primera hora de la mañana. Sin prisa.,rendimiento,media,negativo,302,True
TCK-0239,2026-05-15T02:58,chat,free,28,Me han cobrado 29 € de más,"En la última renovación se me ha cobrado 29 € por encima de lo que figura en el plan free. Adjunto el justificante del cargo. Quedo atento, un saludo.",facturacion,media,neutro,249,True
TCK-0240,2026-07-15T13:41,chat,free,44,Nos vendría bien una API de borrado masivo,Para cumplir con nuestra política de retención de datos necesitaríamos una llamada de borrado masivo por API. Sin prisa.,solicitud_funcionalidad,baja,positivo,2011,True
TCK-0241,2026-02-14T20:44,formulario,pro,54,Solicitud de borrado de datos (RGPD),"Ejerciendo el derecho de supresión del RGPD, solicito el borrado de todos los datos asociados a sofia@acme.example. Quedo atento, un saludo.",datos_privacidad,baja,negativo,351,True
TCK-0242,2026-01-21T04:55,email,free,6,La API devuelve 401 con una clave válida,La API nos devuelve 401 con una clave que generamos ayer y que sigue apareciendo como activa en el panel. Sin prisa.,integraciones,baja,neutro,839,True
TCK-0243,2026-02-27T09:51,email,enterprise,6,Fallo al conectar con Salesforce,Al conectar Salesforce el asistente se queda en el paso de autorización y acaba en un error genérico sin detalle.,integraciones,critica,neutro,22,True
TCK-0244,2026-07-28T06:37,email,pro,44,Las consultas tardan más de un minuto,"Las consultas que antes iban en segundos ahora superan el minuto de forma sistemática, sobre todo sobre rangos de fechas amplios. Gracias de antemano.",rendimiento,critica,negativo,3,True
TCK-0245,2026-05-27T07:22,email,enterprise,59,Las consultas tardan más de un minuto,"Las consultas que antes iban en segundos ahora superan el minuto de forma sistemática, sobre todo sobre rangos de fechas amplios.",rendimiento,critica,negativo,3,True
TCK-0246,2026-01-06T22:20,formulario,enterprise,25,La exportación a CSV sale vacía,La exportación a CSV descarga un fichero de 0 bytes desde la actualización de mayo. Antes funcionaba correctamente.,bug_producto,critica,negativo,5,True
TCK-0247,2026-07-29T21:00,chat,free,3,Fallo al conectar con Salesforce,Al conectar Salesforce el asistente se queda en el paso de autorización y acaba en un error genérico sin detalle.,integraciones,alta,negativo,21,True
TCK-0248,2026-04-08T10:40,email,free,33,Nos vendría bien una API de borrado masivo,"Para cumplir con nuestra política de retención de datos necesitaríamos una llamada de borrado masivo por API. Es urgente, por favor. Llevamos todo el día parados.",solicitud_funcionalidad,baja,negativo,1361,True
TCK-0249,2026-06-26T09:45,formulario,free,41,Necesito la factura con el CIF de mi empresa,Necesito rehacer la factura de abril con los datos fiscales correctos: el CIF que aparece no es el nuestro y así no la puedo deducir. Gracias de antemano.,facturacion,baja,neutro,1008,True
TCK-0250,2026-04-16T05:21,chat,free,50,Los gráficos no cargan en el panel,"El panel principal se queda en blanco y la consola del navegador muestra un error de JavaScript. Afecta a 5 usuarios de mi equipo. Quedo atento, un saludo.",bug_producto,media,negativo,136,True
TCK-0251,2026-06-21T13:44,formulario,enterprise,35,Los informes grandes no terminan nunca,Los informes grandes ya no terminan: se quedan cargando indefinidamente y hay que cancelarlos a mano.,rendimiento,critica,negativo,8,True
TCK-0252,2026-04-05T20:08,chat,business,5,La exportación a CSV sale vacía,La exportación a CSV descarga un fichero de 0 bytes desde la actualización de junio. Antes funcionaba correctamente. Si no se resuelve hoy tendremos que valorar cancelar el contrato.,bug_producto,alta,negativo,55,True
TCK-0253,2026-01-19T18:47,email,free,46,La app móvil se cierra al abrir un proyecto,La aplicación móvil se cierra sola al abrir cualquier proyecto. La he reinstalado y sigue igual. Si no se resuelve hoy tendremos que valorar cancelar el contrato.,bug_producto,media,negativo,408,True
TCK-0254,2026-04-13T06:21,formulario,business,8,Sincronización con Google Sheets parada,"La sincronización con Google Sheets lleva 12 horas sin actualizar. La hoja destino sigue con los datos de antes. Quedo atento, un saludo.",integraciones,media,negativo,462,True
TCK-0255,2026-06-20T22:16,email,business,51,La plataforma va extremadamente lenta,"Desde hace 24 horas cualquier consulta tarda más de un minuto. Antes eran segundos. Somos 3 personas trabajando y está parado todo el equipo. Quedo atento, un saludo.",rendimiento,critica,negativo,9,True
TCK-0256,2026-03-10T16:37,email,pro,5,Nos vendría bien una API de borrado masivo,"Para cumplir con nuestra política de retención de datos necesitaríamos una llamada de borrado masivo por API. Quedo atento, un saludo.",solicitud_funcionalidad,baja,positivo,1279,True
TCK-0257,2026-06-27T11:03,telefono,pro,50,La API devuelve 401 con una clave válida,La API nos devuelve 401 con una clave que generamos ayer y que sigue apareciendo como activa en el panel. Esto nos está bloqueando la operación y tenemos un cierre mañana.,integraciones,alta,negativo,79,True
TCK-0258,2026-02-12T13:54,formulario,free,38,Los informes grandes no terminan nunca,Los informes grandes ya no terminan: se quedan cargando indefinidamente y hay que cancelarlos a mano.,rendimiento,media,negativo,262,True
TCK-0259,2026-06-19T07:45,chat,free,48,Timeouts constantes en el panel,El panel tarda muchísimo en cargar y a menudo acaba en timeout. Ocurre sobre todo a primera hora de la mañana.,rendimiento,baja,neutro,1240,True
TCK-0260,2026-06-29T13:17,formulario,business,6,Timeouts constantes en el panel,"El panel tarda muchísimo en cargar y a menudo acaba en timeout. Ocurre sobre todo a primera hora de la mañana. Quedo atento, un saludo.",rendimiento,alta,negativo,25,True
TCK-0261,2026-07-19T10:21,chat,free,35,Los informes grandes no terminan nunca,Los informes grandes ya no terminan: se quedan cargando indefinidamente y hay que cancelarlos a mano.,rendimiento,media,neutro,69,True
TCK-0262,2026-05-18T15:28,email,free,10,El webhook deja de disparar eventos,Nuestro webhook a delta-labs.example dejó de recibir eventos hace 12 horas. No hemos cambiado nada del lado nuestro. Sin prisa.,integraciones,baja,negativo,901,True
TCK-0263,2026-06-02T08:29,email,pro,39,Sincronización con Google Sheets parada,La sincronización con Google Sheets lleva 3 horas sin actualizar. La hoja destino sigue con los datos de antes. Tenemos una auditoría en curso y esto es crítico.,integraciones,alta,negativo,82,True
TCK-0264,2026-01-12T17:57,chat,pro,5,Falta filtrar por etiquetas,Echamos de menos poder filtrar el listado por etiquetas; ahora hay que buscar a mano entre cientos de elementos. Sin prisa.,solicitud_funcionalidad,baja,positivo,1852,True
TCK-0265,2026-02-05T03:46,email,free,14,Timeouts constantes en el panel,El panel tarda muchísimo en cargar y a menudo acaba en timeout. Ocurre sobre todo a primera hora de la mañana.,rendimiento,baja,negativo,114,True
TCK-0266,2026-01-28T05:51,chat,pro,26,Sincronización con Google Sheets parada,La sincronización con Google Sheets lleva 2 horas sin actualizar. La hoja destino sigue con los datos de antes.,integraciones,alta,negativo,19,True
TCK-0267,2026-06-16T08:38,email,pro,16,Perdí acceso al correo de recuperación,El correo de recuperación de mi cuenta es una dirección antigua a la que ya no tengo acceso. ¿Cómo puedo recuperar la cuenta nuria@nimbus.example? Gracias de antemano.,acceso_cuenta,alta,negativo,13,True
TCK-0268,2026-01-13T07:19,formulario,pro,1,Me han cobrado 99 € de más,En la última renovación se me ha cobrado 99 € por encima de lo que figura en el plan pro. Adjunto el justificante del cargo.,facturacion,media,neutro,318,True
TCK-0269,2026-03-24T19:37,email,free,25,La app móvil se cierra al abrir un proyecto,"La aplicación móvil se cierra sola al abrir cualquier proyecto. La he reinstalado y sigue igual. Es urgente, por favor. Llevamos todo el día parados.",bug_producto,media,negativo,206,True
TCK-0270,2026-01-27T14:03,chat,pro,8,Perdí acceso al correo de recuperación,"El correo de recuperación de mi cuenta es una dirección antigua a la que ya no tengo acceso. ¿Cómo puedo recuperar la cuenta luis@delta-labs.example? Quedo atento, un saludo.",acceso_cuenta,baja,positivo,519,True
TCK-0271,2026-07-01T10:15,email,pro,50,Sugerencia: alertas por Slack,"Sería genial recibir las alertas en Slack además de por correo. ¿Está en la hoja de ruta? Quedo atento, un saludo.",solicitud_funcionalidad,media,neutro,290,True
TCK-0272,2026-08-01T03:52,email,free,36,No puedo entrar en mi cuenta,Desde ayer no consigo iniciar sesión con marta@nimbus.example. Me dice credenciales incorrectas y el enlace de recuperación no llega ni a la bandeja de spam. Gracias de antemano.,acceso_cuenta,media,negativo,185,True
TCK-0273,2026-03-07T10:12,formulario,business,7,Duda sobre la documentación,En la documentación no queda claro cómo se cuentan los usuarios activos. ¿Me lo podéis aclarar? Gracias de antemano.,otros,media,neutro,425,False
TCK-0274,2026-05-18T11:04,email,enterprise,31,La exportación a CSV sale vacía,"La exportación a CSV descarga un fichero de 0 bytes desde la actualización de marzo. Antes funcionaba correctamente. Es urgente, por favor. Llevamos todo el día parados.",bug_producto,critica,negativo,4,False
TCK-0275,2026-05-16T22:49,formulario,pro,10,La API devuelve 401 con una clave válida,La API nos devuelve 401 con una clave que generamos ayer y que sigue apareciendo como activa en el panel. Esto nos está bloqueando la operación y tenemos un cierre mañana.,integraciones,alta,negativo,88,True
TCK-0276,2026-06-19T03:11,formulario,pro,26,Los informes grandes no terminan nunca,Los informes grandes ya no terminan: se quedan cargando indefinidamente y hay que cancelarlos a mano. Sin prisa.,rendimiento,critica,negativo,8,True
TCK-0277,2026-02-03T16:28,chat,enterprise,39,Cobro duplicado en la factura de julio,"Buenas, revisando el extracto veo dos cargos de 19 € el mismo día de julio. Solo tengo una suscripción enterprise. ¿Podéis devolver el duplicado?",facturacion,alta,neutro,26,True
TCK-0278,2026-03-06T05:39,telefono,free,42,Los informes grandes no terminan nunca,"Los informes grandes ya no terminan: se quedan cargando indefinidamente y hay que cancelarlos a mano. Quedo atento, un saludo.",rendimiento,media,positivo,82,True
TCK-0279,2026-05-25T16:21,chat,pro,18,Quiero cambiar la forma de pago,Quiero pasar de pago con tarjeta a domiciliación bancaria antes de la próxima renovación. ¿Qué necesitáis de mi parte? Gracias de antemano.,facturacion,media,neutro,425,True
TCK-0280,2026-06-22T17:26,email,pro,49,El webhook deja de disparar eventos,Nuestro webhook a orbita.example dejó de recibir eventos hace 24 horas. No hemos cambiado nada del lado nuestro. Tenemos una auditoría en curso y esto es crítico.,integraciones,alta,negativo,74,True
TCK-0281,2026-06-22T21:59,email,pro,29,La exportación a CSV sale vacía,La exportación a CSV descarga un fichero de 0 bytes desde la actualización de julio. Antes funcionaba correctamente. Gracias de antemano.,bug_producto,alta,negativo,69,False
TCK-0282,2026-03-11T00:04,email,pro,32,Los gráficos no cargan en el panel,El panel principal se queda en blanco y la consola del navegador muestra un error de JavaScript. Afecta a 5 usuarios de mi equipo.,bug_producto,media,neutro,116,True
TCK-0283,2026-03-30T11:46,email,free,59,El doble factor no me envía el código,El SMS del segundo factor no llega desde hace 48 horas. Tengo una demo con un cliente y no puedo entrar en la plataforma. Gracias de antemano.,acceso_cuenta,baja,neutro,1818,True
TCK-0284,2026-04-06T11:43,formulario,enterprise,46,La exportación a CSV sale vacía,La exportación a CSV descarga un fichero de 0 bytes desde la actualización de noviembre. Antes funcionaba correctamente.,bug_producto,alta,neutro,25,True
TCK-0285,2026-03-28T04:43,formulario,pro,59,Nos vendría bien una API de borrado masivo,Para cumplir con nuestra política de retención de datos necesitaríamos una llamada de borrado masivo por API. Esto nos está bloqueando la operación y tenemos un cierre mañana.,solicitud_funcionalidad,alta,negativo,39,True
TCK-0286,2026-01-21T01:18,chat,pro,19,Exportación de todos mis datos personales,"Solicito una exportación completa de los datos personales asociados a nuria@orbita.example, en ejercicio del derecho de portabilidad.",datos_privacidad,media,neutro,212,True
TCK-0287,2026-03-26T11:34,email,free,26,Quiero cambiar la forma de pago,"Quiero pasar de pago con tarjeta a domiciliación bancaria antes de la próxima renovación. ¿Qué necesitáis de mi parte? Quedo atento, un saludo.",facturacion,baja,negativo,1444,True
TCK-0288,2026-02-26T23:57,telefono,pro,14,¿Dónde se almacenan nuestros datos?,Nuestro departamento legal pregunta en qué región se almacenan los datos y si en algún momento salen del Espacio Económico Europeo.,datos_privacidad,media,positivo,90,True
TCK-0289,2026-03-25T06:14,email,free,39,La app móvil se cierra al abrir un proyecto,"La aplicación móvil se cierra sola al abrir cualquier proyecto. La he reinstalado y sigue igual. Quedo atento, un saludo.",bug_producto,media,neutro,75,True
TCK-0290,2026-06-07T18:04,email,pro,56,La app móvil se cierra al abrir un proyecto,La aplicación móvil se cierra sola al abrir cualquier proyecto. La he reinstalado y sigue igual.,bug_producto,media,neutro,261,True
TCK-0291,2026-06-16T17:14,chat,pro,40,Falta filtrar por etiquetas,Echamos de menos poder filtrar el listado por etiquetas; ahora hay que buscar a mano entre cientos de elementos.,solicitud_funcionalidad,baja,neutro,1369,True
TCK-0292,2026-03-17T04:56,formulario,free,27,La API devuelve 401 con una clave válida,La API nos devuelve 401 con una clave que generamos ayer y que sigue apareciendo como activa en el panel.,integraciones,media,neutro,207,True
TCK-0293,2026-03-17T11:19,email,pro,29,El webhook deja de disparar eventos,Nuestro webhook a nimbus.example dejó de recibir eventos hace 8 horas. No hemos cambiado nada del lado nuestro.,integraciones,media,negativo,427,True
TCK-0294,2026-04-22T17:35,chat,pro,45,Los gráficos no cargan en el panel,El panel principal se queda en blanco y la consola del navegador muestra un error de JavaScript. Afecta a 40 usuarios de mi equipo.,bug_producto,alta,negativo,48,True
TCK-0295,2026-02-02T14:18,chat,free,42,Nos vendría bien una API de borrado masivo,"Para cumplir con nuestra política de retención de datos necesitaríamos una llamada de borrado masivo por API. Es urgente, por favor. Llevamos todo el día parados.",solicitud_funcionalidad,baja,neutro,824,True
TCK-0296,2026-05-30T20:59,email,free,41,Posible acceso no autorizado a nuestra cuenta,Hemos detectado accesos desde una IP que no reconocemos. Necesitamos el registro de auditoría de las últimas 3 horas.,datos_privacidad,alta,neutro,20,True
TCK-0297,2026-06-21T12:29,formulario,business,34,Error 500 al guardar un informe,"Al pulsar Guardar en un informe me devuelve un error 500. Pasa siempre, en Chrome y en Firefox. El identificador de la petición es req_255483666. Gracias de antemano.",bug_producto,media,neutro,252,True
TCK-0298,2026-02-13T20:36,email,enterprise,52,Fallo al conectar con Salesforce,Al conectar Salesforce el asistente se queda en el paso de autorización y acaba en un error genérico sin detalle.,integraciones,critica,negativo,12,True
TCK-0299,2026-04-10T07:23,email,pro,54,Necesito la factura con el CIF de mi empresa,Necesito rehacer la factura de marzo con los datos fiscales correctos: el CIF que aparece no es el nuestro y así no la puedo deducir. Gracias de antemano.,facturacion,alta,negativo,72,False
TCK-0300,2026-03-19T03:56,email,pro,14,Rate limit inesperado en la API,"Estamos recibiendo 429 con muy pocas peticiones por minuto, muy por debajo del límite que anuncia nuestro plan pro. Quedo atento, un saludo.",integraciones,alta,negativo,57,False
TCK-0301,2026-03-29T09:21,telefono,free,15,Necesito la factura con el CIF de mi empresa,Necesito rehacer la factura de enero con los datos fiscales correctos: el CIF que aparece no es el nuestro y así no la puedo deducir. Sin prisa.,facturacion,media,neutro,282,True
TCK-0302,2026-01-12T17:04,chat,free,30,Sugerencia: alertas por Slack,Sería genial recibir las alertas en Slack además de por correo. ¿Está en la hoja de ruta? Esto nos está bloqueando la operación y tenemos un cierre mañana.,solicitud_funcionalidad,baja,negativo,678,True
TCK-0303,2026-07-22T05:53,formulario,free,42,Se pierden los cambios al recargar,"Edito un informe, guardo, y al recargar la página los cambios han desaparecido. Me ha pasado 5 veces esta semana. Sin prisa.",bug_producto,alta,negativo,57,True
TCK-0304,2026-01-30T21:52,email,pro,12,Petición: modo oscuro,"Mucha gente del equipo trabaja de noche y agradeceríamos un modo oscuro en la interfaz. Quedo atento, un saludo.",solicitud_funcionalidad,baja,neutro,2150,True
TCK-0305,2026-06-21T16:45,email,free,18,Sugerencia: alertas por Slack,Sería genial recibir las alertas en Slack además de por correo. ¿Está en la hoja de ruta? Sin prisa.,solicitud_funcionalidad,baja,neutro,770,False
TCK-0306,2026-03-13T07:37,email,business,54,Exportación de todos mis datos personales,"Solicito una exportación completa de los datos personales asociados a sofia@delta-labs.example, en ejercicio del derecho de portabilidad.",datos_privacidad,media,neutro,73,True
TCK-0307,2026-04-16T20:56,email,pro,28,Los gráficos no cargan en el panel,El panel principal se queda en blanco y la consola del navegador muestra un error de JavaScript. Afecta a 8 usuarios de mi equipo.,bug_producto,media,neutro,102,True
TCK-0308,2026-08-02T10:50,email,pro,46,La API devuelve 401 con una clave válida,La API nos devuelve 401 con una clave que generamos ayer y que sigue apareciendo como activa en el panel. Gracias de antemano.,integraciones,media,positivo,197,True
TCK-0309,2026-02-19T13:40,email,enterprise,9,Los gráficos no cargan en el panel,El panel principal se queda en blanco y la consola del navegador muestra un error de JavaScript. Afecta a 25 usuarios de mi equipo.,bug_producto,critica,negativo,11,False
TCK-0310,2026-06-03T01:05,email,free,13,Sugerencia: alertas por Slack,Sería genial recibir las alertas en Slack además de por correo. ¿Está en la hoja de ruta? Si no se resuelve hoy tendremos que valorar cancelar el contrato.,solicitud_funcionalidad,baja,negativo,481,True
TCK-0311,2026-07-20T20:09,chat,free,56,El webhook deja de disparar eventos,Nuestro webhook a nimbus.example dejó de recibir eventos hace 12 horas. No hemos cambiado nada del lado nuestro.,integraciones,alta,negativo,73,True
TCK-0312,2026-05-27T16:09,email,pro,14,Me han cobrado 99 € de más,"En la última renovación se me ha cobrado 99 € por encima de lo que figura en el plan pro. Adjunto el justificante del cargo. Quedo atento, un saludo.",facturacion,media,negativo,43,True
TCK-0313,2026-03-26T05:38,chat,business,4,Petición: modo oscuro,Mucha gente del equipo trabaja de noche y agradeceríamos un modo oscuro en la interfaz. Esto nos está bloqueando la operación y tenemos un cierre mañana.,solicitud_funcionalidad,alta,negativo,33,True
TCK-0314,2026-04-12T19:38,telefono,free,52,Se pierden los cambios al recargar,"Edito un informe, guardo, y al recargar la página los cambios han desaparecido. Me ha pasado 3 veces esta semana. Quedo atento, un saludo.",bug_producto,media,negativo,185,True
TCK-0315,2026-03-29T12:49,telefono,business,54,Necesito revocar el acceso de un empleado,Han salido dos personas del equipo y necesito revocar sus accesos hoy mismo por política interna de seguridad.,acceso_cuenta,media,neutro,179,True
TCK-0316,2026-07-04T12:47,email,business,39,Necesito revocar el acceso de un empleado,"Han salido dos personas del equipo y necesito revocar sus accesos hoy mismo por política interna de seguridad. Quedo atento, un saludo.",acceso_cuenta,media,negativo,86,True
TCK-0317,2026-01-15T22:40,chat,free,15,Se pierden los cambios al recargar,"Edito un informe, guardo, y al recargar la página los cambios han desaparecido. Me ha pasado 40 veces esta semana. Sin prisa.",bug_producto,media,neutro,320,True
TCK-0318,2026-08-02T12:45,email,business,13,La exportación a CSV sale vacía,La exportación a CSV descarga un fichero de 0 bytes desde la actualización de enero. Antes funcionaba correctamente. Sin prisa.,bug_producto,alta,neutro,66,True
TCK-0319,2026-06-02T19:00,chat,pro,44,Exportación de todos mis datos personales,"Solicito una exportación completa de los datos personales asociados a pablo@delta-labs.example, en ejercicio del derecho de portabilidad. Quedo atento, un saludo.",datos_privacidad,alta,negativo,16,True
TCK-0320,2026-08-01T12:04,email,free,48,La API devuelve 401 con una clave válida,La API nos devuelve 401 con una clave que generamos ayer y que sigue apareciendo como activa en el panel.,integraciones,baja,neutro,2098,True
TCK-0321,2026-01-18T10:40,formulario,free,18,No me llega la factura de noviembre,"Hola, no he recibido la factura de noviembre y contabilidad me la está pidiendo para cerrar el trimestre. Mi cuenta es nuria@nimbus.example.",facturacion,media,neutro,339,False
TCK-0322,2026-03-03T20:24,email,free,28,No puedo entrar en mi cuenta,Desde ayer no consigo iniciar sesión con luis@delta-labs.example. Me dice credenciales incorrectas y el enlace de recuperación no llega ni a la bandeja de spam. Sin prisa.,acceso_cuenta,baja,neutro,2684,True
TCK-0323,2026-04-01T19:02,chat,free,48,Duda sobre la documentación,En la documentación no queda claro cómo se cuentan los usuarios activos. ¿Me lo podéis aclarar?,otros,baja,neutro,1928,True
TCK-0324,2026-06-25T09:26,telefono,enterprise,57,Perdí acceso al correo de recuperación,El correo de recuperación de mi cuenta es una dirección antigua a la que ya no tengo acceso. ¿Cómo puedo recuperar la cuenta pablo@orbita.example? Gracias de antemano.,acceso_cuenta,alta,neutro,17,True
TCK-0325,2026-03-02T16:40,email,pro,8,Se pierden los cambios al recargar,"Edito un informe, guardo, y al recargar la página los cambios han desaparecido. Me ha pasado 5 veces esta semana. Sin prisa.",bug_producto,media,neutro,172,True
TCK-0326,2026-06-28T19:35,chat,free,29,¿Dónde se almacenan nuestros datos?,Nuestro departamento legal pregunta en qué región se almacenan los datos y si en algún momento salen del Espacio Económico Europeo.,datos_privacidad,baja,neutro,631,True
TCK-0327,2026-03-22T01:38,chat,free,56,¿Dónde se almacenan nuestros datos?,Nuestro departamento legal pregunta en qué región se almacenan los datos y si en algún momento salen del Espacio Económico Europeo.,datos_privacidad,media,neutro,54,True
TCK-0328,2026-05-14T08:38,email,business,32,Usuario bloqueado tras varios intentos,Mi usuario se ha bloqueado tras varios intentos fallidos de inicio de sesión. ¿Podéis desbloquear nuria@delta-labs.example?,acceso_cuenta,alta,negativo,39,False
TCK-0329,2026-01-31T15:46,email,pro,6,La app móvil se cierra al abrir un proyecto,La aplicación móvil se cierra sola al abrir cualquier proyecto. La he reinstalado y sigue igual.,bug_producto,alta,negativo,28,True
TCK-0330,2026-02-20T15:39,chat,pro,22,Las consultas tardan más de un minuto,"Las consultas que antes iban en segundos ahora superan el minuto de forma sistemática, sobre todo sobre rangos de fechas amplios. Quedo atento, un saludo.",rendimiento,alta,negativo,79,True
TCK-0331,2026-05-30T17:51,chat,business,20,La exportación a CSV sale vacía,La exportación a CSV descarga un fichero de 0 bytes desde la actualización de octubre. Antes funcionaba correctamente.,bug_producto,baja,neutro,938,True
TCK-0332,2026-03-12T21:22,chat,free,45,Se pierden los cambios al recargar,"Edito un informe, guardo, y al recargar la página los cambios han desaparecido. Me ha pasado 8 veces esta semana. Tenemos una auditoría en curso y esto es crítico.",bug_producto,alta,negativo,23,True
TCK-0333,2026-03-05T15:44,formulario,pro,18,La exportación a CSV sale vacía,La exportación a CSV descarga un fichero de 0 bytes desde la actualización de diciembre. Antes funcionaba correctamente. Sin prisa.,bug_producto,media,neutro,458,True
TCK-0334,2026-02-09T04:58,telefono,pro,48,El doble factor no me envía el código,El SMS del segundo factor no llega desde hace 12 horas. Tengo una demo con un cliente y no puedo entrar en la plataforma. Esto nos está bloqueando la operación y tenemos un cierre mañana.,acceso_cuenta,critica,negativo,3,True
TCK-0335,2026-04-13T09:35,telefono,free,49,¿Tenéis descuento para ONG?,"Somos una entidad sin ánimo de lucro, ¿tenéis algún tipo de descuento sobre el plan free?",otros,baja,negativo,692,True
TCK-0336,2026-03-06T19:03,chat,pro,34,Cobro duplicado en la factura de febrero,"Buenas, revisando el extracto veo dos cargos de 249 € el mismo día de febrero. Solo tengo una suscripción pro. ¿Podéis devolver el duplicado? Quedo atento, un saludo.",facturacion,media,neutro,204,True
TCK-0337,2026-07-14T05:06,chat,pro,29,Sincronización con Google Sheets parada,La sincronización con Google Sheets lleva 5 horas sin actualizar. La hoja destino sigue con los datos de antes.,integraciones,alta,negativo,52,True
TCK-0338,2026-02-18T21:21,email,enterprise,42,Quiero cambiar la forma de pago,"Quiero pasar de pago con tarjeta a domiciliación bancaria antes de la próxima renovación. ¿Qué necesitáis de mi parte? Quedo atento, un saludo.",facturacion,media,neutro,250,False
TCK-0339,2026-07-13T07:26,email,business,1,La app móvil se cierra al abrir un proyecto,La aplicación móvil se cierra sola al abrir cualquier proyecto. La he reinstalado y sigue igual.,bug_producto,media,neutro,420,True
TCK-0340,2026-02-02T20:54,email,free,39,Cobro duplicado en la factura de septiembre,"Buenas, revisando el extracto veo dos cargos de 99 € el mismo día de septiembre. Solo tengo una suscripción free. ¿Podéis devolver el duplicado?",facturacion,baja,positivo,758,True
TCK-0341,2026-02-10T17:37,chat,business,11,Posible acceso no autorizado a nuestra cuenta,Hemos detectado accesos desde una IP que no reconocemos. Necesitamos el registro de auditoría de las últimas 12 horas. Sin prisa.,datos_privacidad,baja,negativo,76,False
TCK-0342,2026-04-09T07:28,chat,pro,20,Nos vendría bien una API de borrado masivo,Para cumplir con nuestra política de retención de datos necesitaríamos una llamada de borrado masivo por API. Sin prisa.,solicitud_funcionalidad,baja,neutro,1651,True
TCK-0343,2026-04-09T09:32,formulario,pro,19,Fallo al conectar con Salesforce,Al conectar Salesforce el asistente se queda en el paso de autorización y acaba en un error genérico sin detalle. Gracias de antemano.,integraciones,media,neutro,474,True
TCK-0344,2026-05-14T15:06,telefono,enterprise,48,La exportación a CSV sale vacía,La exportación a CSV descarga un fichero de 0 bytes desde la actualización de mayo. Antes funcionaba correctamente.,bug_producto,critica,negativo,23,True
TCK-0345,2026-04-03T11:45,telefono,business,26,El webhook deja de disparar eventos,Nuestro webhook a acme.example dejó de recibir eventos hace 5 horas. No hemos cambiado nada del lado nuestro. Sin prisa.,integraciones,media,negativo,306,True
TCK-0346,2026-04-20T02:00,email,business,53,Se pierden los cambios al recargar,"Edito un informe, guardo, y al recargar la página los cambios han desaparecido. Me ha pasado 25 veces esta semana.",bug_producto,critica,neutro,3,True
TCK-0347,2026-03-08T01:11,chat,enterprise,11,Necesito la factura con el CIF de mi empresa,Necesito rehacer la factura de mayo con los datos fiscales correctos: el CIF que aparece no es el nuestro y así no la puedo deducir. Gracias de antemano.,facturacion,alta,neutro,42,True
TCK-0348,2026-03-01T08:44,chat,free,29,La exportación a CSV sale vacía,La exportación a CSV descarga un fichero de 0 bytes desde la actualización de octubre. Antes funcionaba correctamente.,bug_producto,media,neutro,348,True
TCK-0349,2026-05-15T14:30,telefono,pro,8,Las consultas tardan más de un minuto,"Las consultas que antes iban en segundos ahora superan el minuto de forma sistemática, sobre todo sobre rangos de fechas amplios. Es urgente, por favor. Llevamos todo el día parados.",rendimiento,critica,negativo,13,True
TCK-0350,2026-07-30T17:55,telefono,free,48,Consulta general sobre el plan,"Buenas, estamos valorando subir al plan free y quería saber qué incluye exactamente el soporte. Esto nos está bloqueando la operación y tenemos un cierre mañana.",otros,media,negativo,471,True
TCK-0351,2026-02-15T21:35,formulario,pro,9,¿Tenéis descuento para ONG?,"Somos una entidad sin ánimo de lucro, ¿tenéis algún tipo de descuento sobre el plan pro? Sin prisa.",otros,baja,neutro,2709,True
TCK-0352,2026-03-04T05:13,chat,free,47,Perdí acceso al correo de recuperación,El correo de recuperación de mi cuenta es una dirección antigua a la que ya no tengo acceso. ¿Cómo puedo recuperar la cuenta pablo@delta-labs.example? Sin prisa.,acceso_cuenta,baja,neutro,933,True
TCK-0353,2026-07-28T12:01,email,free,26,El webhook deja de disparar eventos,Nuestro webhook a nimbus.example dejó de recibir eventos hace 48 horas. No hemos cambiado nada del lado nuestro. Gracias de antemano.,integraciones,baja,negativo,1723,True
TCK-0354,2026-06-16T08:51,email,free,13,El doble factor no me envía el código,"El SMS del segundo factor no llega desde hace 3 horas. Tengo una demo con un cliente y no puedo entrar en la plataforma. Es urgente, por favor. Llevamos todo el día parados.",acceso_cuenta,alta,neutro,30,True
TCK-0355,2026-02-25T18:32,chat,free,45,¿Podéis añadir exportación a PDF?,"No es urgente, pero nos ahorraría mucho tiempo poder exportar los informes directamente a PDF sin pasar por el navegador.",solicitud_funcionalidad,baja,positivo,768,True
TCK-0356,2026-01-23T18:35,formulario,enterprise,40,El webhook deja de disparar eventos,Nuestro webhook a acme.example dejó de recibir eventos hace 12 horas. No hemos cambiado nada del lado nuestro. Sin prisa.,integraciones,alta,neutro,22,True
